,active_lock_reason,assignee,assignees,author_association,body,closed_at,comments,comments_url,created_at,events_url,html_url,id,labels,labels_url,locked,milestone,node_id,number,performed_via_github_app,pull_request,repository_url,state,title,updated_at,url,user
0,,,[],NONE,"I have my mission planner, set up OA_type to 1, set serial 1 to mavlink and I am connected through a pi, I am trying to now send obstacle data to my pixhawk for tes,t but for some reason sending this message:

    msg=vehicle.message_factory.distance_sensor_encode(
        0, #time since boot , this is not used
        5, #min distance in centimeters
        1800, #max distance of the sensor in cm
        x, #distance of object detection.
        0, #type 
        1, #onboard id, not used
        y, # sector
        0, # covariance, not used.
        )
    vehicle.send_mavlink(msg)

with values, is not triggering the obstacle detection, the proximity radar on mission planner is not showing any change. Is there a way to fix this or am I using the wrong type of message ?",2020-10-17 20:09:29,1,https://api.github.com/repos/dronekit/dronekit-python/issues/1073/comments,2020-10-13 01:21:09,https://api.github.com/repos/dronekit/dronekit-python/issues/1073/events,https://github.com/dronekit/dronekit-python/issues/1073,719777615,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1073/labels{/name},False,,MDU6SXNzdWU3MTk3Nzc2MTU=,1073,,,https://api.github.com/repos/dronekit/dronekit-python,closed,vehicle.message_factory.distance_sensor_encode not working?,2020-10-17 20:09:29,https://api.github.com/repos/dronekit/dronekit-python/issues/1073,"{'login': 'Mytre', 'id': 35982669, 'node_id': 'MDQ6VXNlcjM1OTgyNjY5', 'avatar_url': 'https://avatars3.githubusercontent.com/u/35982669?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Mytre', 'html_url': 'https://github.com/Mytre', 'followers_url': 'https://api.github.com/users/Mytre/followers', 'following_url': 'https://api.github.com/users/Mytre/following{/other_user}', 'gists_url': 'https://api.github.com/users/Mytre/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Mytre/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Mytre/subscriptions', 'organizations_url': 'https://api.github.com/users/Mytre/orgs', 'repos_url': 'https://api.github.com/users/Mytre/repos', 'events_url': 'https://api.github.com/users/Mytre/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Mytre/received_events', 'type': 'User', 'site_admin': False}"
1,,,[],NONE,"***WARNING:dronekit:Link timeout, no heartbeat in last 5 seconds
ERROR:dronekit.mavlink:Exception in MAVLink input loop
Traceback (most recent call last):
  File ""/home/ips/drone/venv/local/lib/python2.7/site-packages/dronekit/mavlink.py"", line 211, in mavlink_thread_in
    fn(self)
  File ""/home/ips/drone/venv/local/lib/python2.7/site-packages/dronekit/__init__.py"", line 1371, in listener
    self._heartbeat_error)
APIException: No heartbeat in 30 seconds, aborting.
Traceback (most recent call last):
  File ""d1.py"", line 16, in <module>
    vehicle = connectMyCopter()
  File ""d1.py"", line 13, in connectMyCopter
    vehicle = connect(connection_string, wait_ready=True)
  File ""/home/ips/drone/venv/local/lib/python2.7/site-packages/dronekit/__init__.py"", line 3166, in connect
    vehicle.initialize(rate=rate, heartbeat_timeout=heartbeat_timeout)
  File ""/home/ips/drone/venv/local/lib/python2.7/site-packages/dronekit/__init__.py"", line 2275, in initialize
    raise APIException('Timeout in initializing connection.')
dronekit.APIException: Timeout in initializing connection.
",2020-09-24 08:44:37,0,https://api.github.com/repos/dronekit/dronekit-python/issues/1067/comments,2020-09-24 05:46:24,https://api.github.com/repos/dronekit/dronekit-python/issues/1067/events,https://github.com/dronekit/dronekit-python/issues/1067,707873294,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1067/labels{/name},False,,MDU6SXNzdWU3MDc4NzMyOTQ=,1067,,,https://api.github.com/repos/dronekit/dronekit-python,closed,dronekit.APIException: Timeout in initializing connection.,2020-09-24 08:44:37,https://api.github.com/repos/dronekit/dronekit-python/issues/1067,"{'login': 'darpant-289', 'id': 59683738, 'node_id': 'MDQ6VXNlcjU5NjgzNzM4', 'avatar_url': 'https://avatars0.githubusercontent.com/u/59683738?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/darpant-289', 'html_url': 'https://github.com/darpant-289', 'followers_url': 'https://api.github.com/users/darpant-289/followers', 'following_url': 'https://api.github.com/users/darpant-289/following{/other_user}', 'gists_url': 'https://api.github.com/users/darpant-289/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/darpant-289/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/darpant-289/subscriptions', 'organizations_url': 'https://api.github.com/users/darpant-289/orgs', 'repos_url': 'https://api.github.com/users/darpant-289/repos', 'events_url': 'https://api.github.com/users/darpant-289/events{/privacy}', 'received_events_url': 'https://api.github.com/users/darpant-289/received_events', 'type': 'User', 'site_admin': False}"
2,,,[],NONE,"Hello, I am currently just trying to simply connect to the pixhawk from a raspberry pi, I already set up wires as shown here (without the 5v connection as the pixhawk is getting power from its own power source) :  https://discuss.ardupilot.org/uploads/default/original/2X/f/f837b6b1116ec02c3490e34035c2f09da5a62936.jpg


this is the code i am trying to run

```
import dronekit
from dronekit import connect, VehicleMode
vehicle = connect(""/dev/ttyAMA0"",baud = 1500000 , wait_ready =True)
print("" Global Location: %s"" % vehicle.location.global_frame)
vehicle.close()
```

I already set up telemetry 2 baudrate and protocol on mission planner.  No idea why its still not connecting.   Anyone else has this issue?",2020-09-11 21:30:57,1,https://api.github.com/repos/dronekit/dronekit-python/issues/1060/comments,2020-09-11 20:11:16,https://api.github.com/repos/dronekit/dronekit-python/issues/1060/events,https://github.com/dronekit/dronekit-python/issues/1060,699705105,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1060/labels{/name},False,,MDU6SXNzdWU2OTk3MDUxMDU=,1060,,,https://api.github.com/repos/dronekit/dronekit-python,closed,Pixhawk and raspberry pi timeout,2020-09-11 21:31:20,https://api.github.com/repos/dronekit/dronekit-python/issues/1060,"{'login': 'Mytre', 'id': 35982669, 'node_id': 'MDQ6VXNlcjM1OTgyNjY5', 'avatar_url': 'https://avatars3.githubusercontent.com/u/35982669?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Mytre', 'html_url': 'https://github.com/Mytre', 'followers_url': 'https://api.github.com/users/Mytre/followers', 'following_url': 'https://api.github.com/users/Mytre/following{/other_user}', 'gists_url': 'https://api.github.com/users/Mytre/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Mytre/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Mytre/subscriptions', 'organizations_url': 'https://api.github.com/users/Mytre/orgs', 'repos_url': 'https://api.github.com/users/Mytre/repos', 'events_url': 'https://api.github.com/users/Mytre/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Mytre/received_events', 'type': 'User', 'site_admin': False}"
3,,,[],NONE,"Hello, I have a small question. Is this compatible with python 3? and if so, is there any documentation with python 3 in mind?",2020-09-10 03:04:02,1,https://api.github.com/repos/dronekit/dronekit-python/issues/1059/comments,2020-09-10 02:19:41,https://api.github.com/repos/dronekit/dronekit-python/issues/1059/events,https://github.com/dronekit/dronekit-python/issues/1059,697331199,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1059/labels{/name},False,,MDU6SXNzdWU2OTczMzExOTk=,1059,,,https://api.github.com/repos/dronekit/dronekit-python,closed,Python 3 compatibility? ,2020-09-10 03:04:02,https://api.github.com/repos/dronekit/dronekit-python/issues/1059,"{'login': 'Mytre', 'id': 35982669, 'node_id': 'MDQ6VXNlcjM1OTgyNjY5', 'avatar_url': 'https://avatars3.githubusercontent.com/u/35982669?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Mytre', 'html_url': 'https://github.com/Mytre', 'followers_url': 'https://api.github.com/users/Mytre/followers', 'following_url': 'https://api.github.com/users/Mytre/following{/other_user}', 'gists_url': 'https://api.github.com/users/Mytre/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Mytre/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Mytre/subscriptions', 'organizations_url': 'https://api.github.com/users/Mytre/orgs', 'repos_url': 'https://api.github.com/users/Mytre/repos', 'events_url': 'https://api.github.com/users/Mytre/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Mytre/received_events', 'type': 'User', 'site_admin': False}"
4,,,[],NONE,"Is there a way to inject RTK into the vehicle through dronekit?
I've found that the current version locks only with one of 4 fixes (fix_type (Int) – 0-1: no fix, 2: 2D fix, 3: 3D fix) https://dronekit-python.readthedocs.io/en/latest/automodule.html#dronekit.GPSInfo but some GPS like Here+ can inject info from external modules (https://ardupilot.org/copter/docs/common-here-plus-gps.html)
If not, what's the general road map in order to include RTK Compatibility?",2020-09-18 14:10:52,1,https://api.github.com/repos/dronekit/dronekit-python/issues/1045/comments,2020-07-28 18:24:25,https://api.github.com/repos/dronekit/dronekit-python/issues/1045/events,https://github.com/dronekit/dronekit-python/issues/1045,667277988,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1045/labels{/name},False,,MDU6SXNzdWU2NjcyNzc5ODg=,1045,,,https://api.github.com/repos/dronekit/dronekit-python,closed,RTK inject possible?,2020-09-18 14:10:52,https://api.github.com/repos/dronekit/dronekit-python/issues/1045,"{'login': 'FedePeralta', 'id': 19721178, 'node_id': 'MDQ6VXNlcjE5NzIxMTc4', 'avatar_url': 'https://avatars2.githubusercontent.com/u/19721178?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/FedePeralta', 'html_url': 'https://github.com/FedePeralta', 'followers_url': 'https://api.github.com/users/FedePeralta/followers', 'following_url': 'https://api.github.com/users/FedePeralta/following{/other_user}', 'gists_url': 'https://api.github.com/users/FedePeralta/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/FedePeralta/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/FedePeralta/subscriptions', 'organizations_url': 'https://api.github.com/users/FedePeralta/orgs', 'repos_url': 'https://api.github.com/users/FedePeralta/repos', 'events_url': 'https://api.github.com/users/FedePeralta/events{/privacy}', 'received_events_url': 'https://api.github.com/users/FedePeralta/received_events', 'type': 'User', 'site_admin': False}"
5,,,[],CONTRIBUTOR,Update installation instructions and improve suggestions about Python environment management.,2020-07-03 09:23:52,8,https://api.github.com/repos/dronekit/dronekit-python/issues/1040/comments,2020-07-02 17:29:40,https://api.github.com/repos/dronekit/dronekit-python/issues/1040/events,https://github.com/dronekit/dronekit-python/pull/1040,650096636,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1040/labels{/name},False,,MDExOlB1bGxSZXF1ZXN0NDQzNjUzOTM3,1040,,"{'url': 'https://api.github.com/repos/dronekit/dronekit-python/pulls/1040', 'html_url': 'https://github.com/dronekit/dronekit-python/pull/1040', 'diff_url': 'https://github.com/dronekit/dronekit-python/pull/1040.diff', 'patch_url': 'https://github.com/dronekit/dronekit-python/pull/1040.patch'}",https://api.github.com/repos/dronekit/dronekit-python,closed,Update docs (Python 3 is actually supported),2020-07-04 17:52:22,https://api.github.com/repos/dronekit/dronekit-python/issues/1040,"{'login': 'pietrodn', 'id': 5058646, 'node_id': 'MDQ6VXNlcjUwNTg2NDY=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/5058646?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/pietrodn', 'html_url': 'https://github.com/pietrodn', 'followers_url': 'https://api.github.com/users/pietrodn/followers', 'following_url': 'https://api.github.com/users/pietrodn/following{/other_user}', 'gists_url': 'https://api.github.com/users/pietrodn/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/pietrodn/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/pietrodn/subscriptions', 'organizations_url': 'https://api.github.com/users/pietrodn/orgs', 'repos_url': 'https://api.github.com/users/pietrodn/repos', 'events_url': 'https://api.github.com/users/pietrodn/events{/privacy}', 'received_events_url': 'https://api.github.com/users/pietrodn/received_events', 'type': 'User', 'site_admin': False}"
6,,,[],NONE,"I recently build a drone and after everything worked in APM Mission Planner I started to experimenting with DroneKit. But for some reason the **battery value** of my vehicle is **empty** although it works in APM Mission Planner.  Do I habe to set the Flightcontroller type, and the Powermodule-Type of the Flightcontroller I am using? (I had to do this in Mission Planner to get it to work properly)

### Hardware:
- Pixhwak
- Pixhawk Power-module",2020-06-01 13:31:45,2,https://api.github.com/repos/dronekit/dronekit-python/issues/1028/comments,2020-05-27 07:32:18,https://api.github.com/repos/dronekit/dronekit-python/issues/1028/events,https://github.com/dronekit/dronekit-python/issues/1028,625452112,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1028/labels{/name},False,,MDU6SXNzdWU2MjU0NTIxMTI=,1028,,,https://api.github.com/repos/dronekit/dronekit-python,closed,battery value is empty,2020-06-01 13:31:45,https://api.github.com/repos/dronekit/dronekit-python/issues/1028,"{'login': 'HannHank', 'id': 24795815, 'node_id': 'MDQ6VXNlcjI0Nzk1ODE1', 'avatar_url': 'https://avatars1.githubusercontent.com/u/24795815?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/HannHank', 'html_url': 'https://github.com/HannHank', 'followers_url': 'https://api.github.com/users/HannHank/followers', 'following_url': 'https://api.github.com/users/HannHank/following{/other_user}', 'gists_url': 'https://api.github.com/users/HannHank/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/HannHank/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/HannHank/subscriptions', 'organizations_url': 'https://api.github.com/users/HannHank/orgs', 'repos_url': 'https://api.github.com/users/HannHank/repos', 'events_url': 'https://api.github.com/users/HannHank/events{/privacy}', 'received_events_url': 'https://api.github.com/users/HannHank/received_events', 'type': 'User', 'site_admin': False}"
7,,,[],NONE,"I am facing teething issues in running the examples of dronekit-python. May I request you to help me by advising the error. Alternatively, you could guide me to some forum where I could seek such assistance from experts like you. 
Thanks,
Nitin

C:\Users\Nitin Rakheja\dronekit-python\examples\guided_set_speed_yaw>python guided_set_speed_yaw.py --connect 127.0.0.1:14550
Connecting to vehicle on: 127.0.0.1:14550
CRITICAL:autopilot:APM:Copter V3.3 (d6053245)
CRITICAL:autopilot:Frame: QUAD
Basic pre-arm checks
Arming motors
Waiting for arming...
Waiting for arming...
Waiting for arming...
Waiting for arming...
ERROR:autopilot:ARMING MOTORS
CRITICAL:autopilot:GROUND START
Waiting for arming...
WARNING:dronekit:Link timeout, no heartbeat in last 5 seconds
CRITICAL:autopilot:Initialising APM...
Waiting for arming...
Taking off!
Altitude: 0.0
Altitude: 0.0
Altitude: 0.35
Altitude: 1.75
Altitude: 3.47
Altitude: 4.48
Altitude: 4.77
Reached target altitude
TRIANGLE path using standard Vehicle.simple_goto()
Set groundspeed to 5m/s.
Position North 80 West 50
Distance to target: 100.792763380213
Distance to target: 100.11398742575105
Distance to target: 96.186820284368
Distance to target: 89.04249381271293
Distance to target: 80.96699334302501
Distance to target: 71.80281739732008
Distance to target: 62.20222994794249
Distance to target: 52.32675641281927
Distance to target: 41.019893134539345
Distance to target: 30.872658578432933
Distance to target: 20.713088476847503
Distance to target: 10.694598623783632
Distance to target: 2.7953944634087287
Distance to target: 1.0763816038298724
Distance to target: 1.4883368960892098
Distance to target: 1.1135299392032731
Distance to target: 0.7786369540566108
Reached target
Position North 0 East 100
Distance to target: 122.62321081285523
Distance to target: 121.45467490708386
Distance to target: 116.89123666216402
Distance to target: 108.45236700787655
Distance to target: 98.967827079484
Distance to target: 88.2811626103933
Distance to target: 75.61302611566751
Distance to target: 65.47191579045955
Distance to target: 52.25845839082774
Distance to target: 40.47003222455401
Distance to target: 28.570512514485984
Distance to target: 15.312673607091877
Distance to target: 5.3177053784447
Distance to target: 0.22284337996149609
Reached target
Position North -80 West 50
Distance to target: 100.79243113691925
Distance to target: 100.75280370293063
Distance to target: 97.93607804736676
Distance to target: 91.17400510958724
Distance to target: 83.19148498475043
...
Distance to target: 11.943533952684488
Distance to target: 2.8503279238857724
Distance to target: 0.5745724039716981
Reached target
TRIANGLE path using standard SET_POSITION_TARGET_GLOBAL_INT message and with varying speed.
Position South 100 West 130
Set groundspeed to 5m/s.
SET_POSITION_TARGET_GLOBAL_INT {time_boot_ms : 0, target_system : 0, target_component : 0, coordinate_frame : 6, type_mask : 4088, lat_int : -353641616.1528412, lon_int : 1491637872.8132381, alt : 4.75, vx : 0, vy : 0, vz : 0, afx : 0, afy : 0, afz : 0, yaw : 0, yaw_rate : 0}
Traceback (most recent call last):
File ""guided_set_speed_yaw.py"", line 454, in <module>
goto(-100, -130, goto_position_target_global_int)
File ""guided_set_speed_yaw.py"", line 313, in goto
gotoFunction(targetLocation)
File ""guided_set_speed_yaw.py"", line 265, in goto_position_target_global_int
vehicle.send_mavlink(msg)
File ""C:\Users\Nitin Rakheja\AppData\Local\Programs\Python\Python38\lib\site-packages\dronekit__init__.py"", line 2215, in send_mavlink
self._master.mav.send(message)
File ""C:\Users\Nitin Rakheja\AppData\Local\Programs\Python\Python38\lib\site-packages\dronekit\mavlink.py"", line 146, in newsendfn
return sendfn(mavmsg, args, *kwargs)
File ""C:\Users\Nitin Rakheja\AppData\Local\Programs\Python\Python38\lib\site-packages\pymavlink\dialects\v10\ardupilotmega.py"", line 12208, in send
buf = mavmsg.pack(self, force_mavlink1=force_mavlink1)
File ""C:\Users\Nitin Rakheja\AppData\Local\Programs\Python\Python38\lib\site-packages\pymavlink\dialects\v10\ardupilotmega.py"", line 9211, in pack
return MAVLink_message.pack(self, mav, 5, struct.pack('<IiifffffffffHBBB', self.time_boot_ms, self.lat_int, self.lon_int, self.alt, self.vx, self.vy, self.vz, self.afx, self.afy, self.afz, self.yaw, self.yaw_rate, self.type_mask, self.target_system, self.target_component, self.coordinate_frame), force_mavlink1=force_mavlink1)
**struct.error: required argument is not an integer**",2020-05-25 10:29:09,1,https://api.github.com/repos/dronekit/dronekit-python/issues/1027/comments,2020-05-24 15:10:52,https://api.github.com/repos/dronekit/dronekit-python/issues/1027/events,https://github.com/dronekit/dronekit-python/issues/1027,623883555,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1027/labels{/name},False,,MDU6SXNzdWU2MjM4ODM1NTU=,1027,,,https://api.github.com/repos/dronekit/dronekit-python,closed,Error Running Example - guided_set_speed_yaw ,2020-05-25 10:29:10,https://api.github.com/repos/dronekit/dronekit-python/issues/1027,"{'login': 'nitin-rakheja', 'id': 63121794, 'node_id': 'MDQ6VXNlcjYzMTIxNzk0', 'avatar_url': 'https://avatars1.githubusercontent.com/u/63121794?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/nitin-rakheja', 'html_url': 'https://github.com/nitin-rakheja', 'followers_url': 'https://api.github.com/users/nitin-rakheja/followers', 'following_url': 'https://api.github.com/users/nitin-rakheja/following{/other_user}', 'gists_url': 'https://api.github.com/users/nitin-rakheja/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/nitin-rakheja/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/nitin-rakheja/subscriptions', 'organizations_url': 'https://api.github.com/users/nitin-rakheja/orgs', 'repos_url': 'https://api.github.com/users/nitin-rakheja/repos', 'events_url': 'https://api.github.com/users/nitin-rakheja/events{/privacy}', 'received_events_url': 'https://api.github.com/users/nitin-rakheja/received_events', 'type': 'User', 'site_admin': False}"
8,,,[],NONE,"![image](https://user-images.githubusercontent.com/54188732/81603739-d838be00-939c-11ea-8a22-c47680c5a2e5.png)
 hi guys! 
A little question, can dronekit do the observation of ""Thr...%"" as the Mavproxy does?
I just need the thr% para now.
Thanks in advance!!!!",2020-05-27 17:34:52,16,https://api.github.com/repos/dronekit/dronekit-python/issues/1025/comments,2020-05-11 19:37:00,https://api.github.com/repos/dronekit/dronekit-python/issues/1025/events,https://github.com/dronekit/dronekit-python/issues/1025,616131524,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1025/labels{/name},False,,MDU6SXNzdWU2MTYxMzE1MjQ=,1025,,,https://api.github.com/repos/dronekit/dronekit-python,closed,how to instantly observe throttle% parameter?,2020-06-03 15:07:20,https://api.github.com/repos/dronekit/dronekit-python/issues/1025,"{'login': 'Guohao91', 'id': 54188732, 'node_id': 'MDQ6VXNlcjU0MTg4NzMy', 'avatar_url': 'https://avatars1.githubusercontent.com/u/54188732?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Guohao91', 'html_url': 'https://github.com/Guohao91', 'followers_url': 'https://api.github.com/users/Guohao91/followers', 'following_url': 'https://api.github.com/users/Guohao91/following{/other_user}', 'gists_url': 'https://api.github.com/users/Guohao91/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Guohao91/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Guohao91/subscriptions', 'organizations_url': 'https://api.github.com/users/Guohao91/orgs', 'repos_url': 'https://api.github.com/users/Guohao91/repos', 'events_url': 'https://api.github.com/users/Guohao91/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Guohao91/received_events', 'type': 'User', 'site_admin': False}"
9,,,[],NONE,"Hey guys,

is it possible to execute more than one dronekit script at the same time?

thanks and bye",2020-04-16 09:11:23,5,https://api.github.com/repos/dronekit/dronekit-python/issues/1017/comments,2020-04-07 08:21:53,https://api.github.com/repos/dronekit/dronekit-python/issues/1017/events,https://github.com/dronekit/dronekit-python/issues/1017,595684976,[],https://api.github.com/repos/dronekit/dronekit-python/issues/1017/labels{/name},False,,MDU6SXNzdWU1OTU2ODQ5NzY=,1017,,,https://api.github.com/repos/dronekit/dronekit-python,closed,execute more than one dronekit scipt at the same time,2020-04-16 09:11:24,https://api.github.com/repos/dronekit/dronekit-python/issues/1017,"{'login': 'smiQi', 'id': 57180270, 'node_id': 'MDQ6VXNlcjU3MTgwMjcw', 'avatar_url': 'https://avatars0.githubusercontent.com/u/57180270?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/smiQi', 'html_url': 'https://github.com/smiQi', 'followers_url': 'https://api.github.com/users/smiQi/followers', 'following_url': 'https://api.github.com/users/smiQi/following{/other_user}', 'gists_url': 'https://api.github.com/users/smiQi/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/smiQi/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/smiQi/subscriptions', 'organizations_url': 'https://api.github.com/users/smiQi/orgs', 'repos_url': 'https://api.github.com/users/smiQi/repos', 'events_url': 'https://api.github.com/users/smiQi/events{/privacy}', 'received_events_url': 'https://api.github.com/users/smiQi/received_events', 'type': 'User', 'site_admin': False}"
