,url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,performed_via_github_app,pull_request
0,https://api.github.com/repos/Hypfer/Valetudo/issues/631,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/631/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/631/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/631/events,https://github.com/Hypfer/Valetudo/issues/631,761784324,MDU6SXNzdWU3NjE3ODQzMjQ=,631,Service doesn't seem to resume after SSH reboot,"{'login': 'JustMaier', 'id': 607609, 'node_id': 'MDQ6VXNlcjYwNzYwOQ==', 'avatar_url': 'https://avatars2.githubusercontent.com/u/607609?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/JustMaier', 'html_url': 'https://github.com/JustMaier', 'followers_url': 'https://api.github.com/users/JustMaier/followers', 'following_url': 'https://api.github.com/users/JustMaier/following{/other_user}', 'gists_url': 'https://api.github.com/users/JustMaier/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/JustMaier/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/JustMaier/subscriptions', 'organizations_url': 'https://api.github.com/users/JustMaier/orgs', 'repos_url': 'https://api.github.com/users/JustMaier/repos', 'events_url': 'https://api.github.com/users/JustMaier/events{/privacy}', 'received_events_url': 'https://api.github.com/users/JustMaier/received_events', 'type': 'User', 'site_admin': False}","[{'id': 991465605, 'node_id': 'MDU6TGFiZWw5OTE0NjU2MDU=', 'url': 'https://api.github.com/repos/Hypfer/Valetudo/labels/bug', 'name': 'bug', 'color': 'd73a4a', 'default': True, 'description': ""Something isn't working""}]",closed,False,,[],,1,2020-12-11 01:51:34+00:00,2020-12-11 02:01:25+00:00,2020-12-11 02:00:35+00:00,NONE,,"<!-- Text between these tags doesn't get displayed so you don't have to remove it -->
## Describe the bug
<!--
A clear and concise description of what the bug is.
-->
After calling `reboot` from ssh, the service no longer seems to start and the vacuum can no longer be reached via SSH or http.

## To Reproduce
<!--
Steps to reproduce the behavior:
1. Go to '...'
2. Click on '....'
3. Scroll down to '....'
4. See error
-->
1. SSH into Vacuum
2. `reboot`
3. Wait for reboot to complete and realize that you can't connect...

### Screenshots
<!--If applicable, add screenshots to help explain your problem.-->

### Vacuum Model
<!-- e.g. Gen2/S5/etc -->
S5

### Valetudo Version
<!-- e.g. 0.5.0 -->
0.6.1

### Firmware Version
<!-- e.g. 2008 -->
2020

### User-Agent
<!-- e.g. Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36 -->
N/A

## Expected behavior
<!--
A clear and concise description of what you expected to happen.
-->
I'd expect the vacuum to come back online, but it appears unresponsive and my only idea is to reapply the firmware...

## Additional context
<!-- Add any other context about the problem here. -->
- After not being able to connect, I've tried powering the vacuum off and back on, and still nothing.
",,
1,https://api.github.com/repos/Hypfer/Valetudo/issues/630,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/630/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/630/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/630/events,https://github.com/Hypfer/Valetudo/pull/630,751264364,MDExOlB1bGxSZXF1ZXN0NTI3ODA3OTM3,630,Add support for no-mopping zones on S5 Max and S6,"{'login': 'NickNothom', 'id': 7981005, 'node_id': 'MDQ6VXNlcjc5ODEwMDU=', 'avatar_url': 'https://avatars0.githubusercontent.com/u/7981005?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/NickNothom', 'html_url': 'https://github.com/NickNothom', 'followers_url': 'https://api.github.com/users/NickNothom/followers', 'following_url': 'https://api.github.com/users/NickNothom/following{/other_user}', 'gists_url': 'https://api.github.com/users/NickNothom/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/NickNothom/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/NickNothom/subscriptions', 'organizations_url': 'https://api.github.com/users/NickNothom/orgs', 'repos_url': 'https://api.github.com/users/NickNothom/repos', 'events_url': 'https://api.github.com/users/NickNothom/events{/privacy}', 'received_events_url': 'https://api.github.com/users/NickNothom/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-11-26 04:03:32+00:00,2020-11-26 08:58:56+00:00,2020-11-26 08:58:55+00:00,CONTRIBUTOR,,"![image](https://user-images.githubusercontent.com/7981005/100304522-8fc1a600-2f64-11eb-9ad5-b1b765d34e22.png)


No-mopping zones are like no-go zones, but they are only active when mopping. Very useful for drawing around rugs and carpets. They are available on the S5 Max and the S6, but not the S5. The screenshot above shows how the robot is forced to take an alternate route because of a no-mop zone in the way. 

They can be added in the _Configure forbidden zones_ view of Valetudo. They show up purple to match the stock Mi-Home app. 

I have tested the functionality on my S6 and everything works correctly. I expect it will work fine on the S5 max as well, but I don't have one. 

## Known Issues:

- The button to create a no-mop zone will still appear on the S5. So we will need some way to conditionally display buttons in the _Configure forbidden zones_ page. This is sort of an architectural decision, so I would like to hear suggestions. 

- I wasn't able to find a suitable icon in the provided FontAwesome pack. So I just chose a placeholder for now. [tint-slash](https://fontawesome.com/icons/tint-slash?style=regular) could work nicely. ",,"{'url': 'https://api.github.com/repos/Hypfer/Valetudo/pulls/630', 'html_url': 'https://github.com/Hypfer/Valetudo/pull/630', 'diff_url': 'https://github.com/Hypfer/Valetudo/pull/630.diff', 'patch_url': 'https://github.com/Hypfer/Valetudo/pull/630.patch'}"
2,https://api.github.com/repos/Hypfer/Valetudo/issues/627,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/627/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/627/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/627/events,https://github.com/Hypfer/Valetudo/pull/627,743366580,MDExOlB1bGxSZXF1ZXN0NTIxMjc0NTQ1,627,Additional capabilities,"{'login': 'Depau', 'id': 1151321, 'node_id': 'MDQ6VXNlcjExNTEzMjE=', 'avatar_url': 'https://avatars2.githubusercontent.com/u/1151321?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Depau', 'html_url': 'https://github.com/Depau', 'followers_url': 'https://api.github.com/users/Depau/followers', 'following_url': 'https://api.github.com/users/Depau/following{/other_user}', 'gists_url': 'https://api.github.com/users/Depau/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Depau/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Depau/subscriptions', 'organizations_url': 'https://api.github.com/users/Depau/orgs', 'repos_url': 'https://api.github.com/users/Depau/repos', 'events_url': 'https://api.github.com/users/Depau/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Depau/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-11-15 22:59:39+00:00,2020-11-28 10:31:31+00:00,2020-11-28 10:31:30+00:00,NONE,,"Draft, as discussed in #584. Blocks #623.

Caps descriptions in https://github.com/Hypfer/Valetudo/pull/584#issuecomment-727614738, progress below:

- [x] `RawCommandsCapability`
- [x] `CarpetTurboModeControlCapability`
- [x] `LEDControlCapability`
- [x] `ManualControlCapability`
- [x] `SensorCalibrationCapability`
- [x] `SpeakerVolumeControlCapability` (was `VolumeControlCapability`, I renamed it to avoid confusion with volume as in m³)
  - [x] Linux ALSA generic implementation
- [ ] `SystemTimeControlCapability`
  - [ ] Linux generic implementation
- [ ] `DoNotDisturbHoursControlCapability`

Optionally also:

- [ ] `CustomVoicePackManagementCapability`
- [ ] `VoicePackManagementCapability`
",,"{'url': 'https://api.github.com/repos/Hypfer/Valetudo/pulls/627', 'html_url': 'https://github.com/Hypfer/Valetudo/pull/627', 'diff_url': 'https://github.com/Hypfer/Valetudo/pull/627.diff', 'patch_url': 'https://github.com/Hypfer/Valetudo/pull/627.patch'}"
3,https://api.github.com/repos/Hypfer/Valetudo/issues/625,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/625/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/625/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/625/events,https://github.com/Hypfer/Valetudo/issues/625,742976462,MDU6SXNzdWU3NDI5NzY0NjI=,625,Xiaomi MiJia 1C (general) Support,"{'login': '00lex', 'id': 39100562, 'node_id': 'MDQ6VXNlcjM5MTAwNTYy', 'avatar_url': 'https://avatars1.githubusercontent.com/u/39100562?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/00lex', 'html_url': 'https://github.com/00lex', 'followers_url': 'https://api.github.com/users/00lex/followers', 'following_url': 'https://api.github.com/users/00lex/following{/other_user}', 'gists_url': 'https://api.github.com/users/00lex/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/00lex/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/00lex/subscriptions', 'organizations_url': 'https://api.github.com/users/00lex/orgs', 'repos_url': 'https://api.github.com/users/00lex/repos', 'events_url': 'https://api.github.com/users/00lex/events{/privacy}', 'received_events_url': 'https://api.github.com/users/00lex/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,2020-11-14 10:21:06+00:00,2020-11-14 10:39:45+00:00,2020-11-14 10:39:45+00:00,NONE,,"Hi all! What a great project! Kudos! 

Im coming from a Roomba with a esp but its finished after years.
Unfortunately i have not so many time because of offspring to find a s5 which is manufactured at the 5th full moon in the year of a bunny or for a s50 max which has to be disassemble to get root. 
so I decide to get a 1c because there is support since the last update. 

my problem is where to start. can someone please write 2-3 sentences for a beginner?

thank you!  ",,
4,https://api.github.com/repos/Hypfer/Valetudo/issues/624,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/624/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/624/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/624/events,https://github.com/Hypfer/Valetudo/issues/624,740555261,MDU6SXNzdWU3NDA1NTUyNjE=,624,Please document how to backup/restore map on Viomi STYTJ02YM,"{'login': 'bazuchan', 'id': 4991018, 'node_id': 'MDQ6VXNlcjQ5OTEwMTg=', 'avatar_url': 'https://avatars2.githubusercontent.com/u/4991018?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/bazuchan', 'html_url': 'https://github.com/bazuchan', 'followers_url': 'https://api.github.com/users/bazuchan/followers', 'following_url': 'https://api.github.com/users/bazuchan/following{/other_user}', 'gists_url': 'https://api.github.com/users/bazuchan/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/bazuchan/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/bazuchan/subscriptions', 'organizations_url': 'https://api.github.com/users/bazuchan/orgs', 'repos_url': 'https://api.github.com/users/bazuchan/repos', 'events_url': 'https://api.github.com/users/bazuchan/events{/privacy}', 'received_events_url': 'https://api.github.com/users/bazuchan/received_events', 'type': 'User', 'site_admin': False}","[{'id': 991465605, 'node_id': 'MDU6TGFiZWw5OTE0NjU2MDU=', 'url': 'https://api.github.com/repos/Hypfer/Valetudo/labels/bug', 'name': 'bug', 'color': 'd73a4a', 'default': True, 'description': ""Something isn't working""}]",closed,False,,[],,0,2020-11-11 07:59:13+00:00,2020-11-11 08:41:18+00:00,2020-11-11 08:41:18+00:00,NONE,,"I have read https://valetudo.cloud/pages/important-files-and-folders.html but my STYTJ02YM doesn't have /mnt/data directory and those filenames are not present on entire filesystem.
",,
5,https://api.github.com/repos/Hypfer/Valetudo/issues/621,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/621/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/621/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/621/events,https://github.com/Hypfer/Valetudo/pull/621,734589659,MDExOlB1bGxSZXF1ZXN0NTE0MTI4Nzgz,621,Update supported-dreame-devices.md,"{'login': 'i-need-to-tell-you-something', 'id': 9165395, 'node_id': 'MDQ6VXNlcjkxNjUzOTU=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/9165395?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/i-need-to-tell-you-something', 'html_url': 'https://github.com/i-need-to-tell-you-something', 'followers_url': 'https://api.github.com/users/i-need-to-tell-you-something/followers', 'following_url': 'https://api.github.com/users/i-need-to-tell-you-something/following{/other_user}', 'gists_url': 'https://api.github.com/users/i-need-to-tell-you-something/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/i-need-to-tell-you-something/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/i-need-to-tell-you-something/subscriptions', 'organizations_url': 'https://api.github.com/users/i-need-to-tell-you-something/orgs', 'repos_url': 'https://api.github.com/users/i-need-to-tell-you-something/repos', 'events_url': 'https://api.github.com/users/i-need-to-tell-you-something/events{/privacy}', 'received_events_url': 'https://api.github.com/users/i-need-to-tell-you-something/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,2020-11-02 15:17:16+00:00,2020-11-03 12:47:43+00:00,2020-11-02 15:19:03+00:00,CONTRIBUTOR,,Title was incorrectly same as supported Roborock devices.,,"{'url': 'https://api.github.com/repos/Hypfer/Valetudo/pulls/621', 'html_url': 'https://github.com/Hypfer/Valetudo/pull/621', 'diff_url': 'https://github.com/Hypfer/Valetudo/pull/621.diff', 'patch_url': 'https://github.com/Hypfer/Valetudo/pull/621.patch'}"
6,https://api.github.com/repos/Hypfer/Valetudo/issues/620,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/620/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/620/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/620/events,https://github.com/Hypfer/Valetudo/issues/620,718787199,MDU6SXNzdWU3MTg3ODcxOTk=,620,No mopping control in main menu,"{'login': 'codingstube', 'id': 71496211, 'node_id': 'MDQ6VXNlcjcxNDk2MjEx', 'avatar_url': 'https://avatars1.githubusercontent.com/u/71496211?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/codingstube', 'html_url': 'https://github.com/codingstube', 'followers_url': 'https://api.github.com/users/codingstube/followers', 'following_url': 'https://api.github.com/users/codingstube/following{/other_user}', 'gists_url': 'https://api.github.com/users/codingstube/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/codingstube/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/codingstube/subscriptions', 'organizations_url': 'https://api.github.com/users/codingstube/orgs', 'repos_url': 'https://api.github.com/users/codingstube/repos', 'events_url': 'https://api.github.com/users/codingstube/events{/privacy}', 'received_events_url': 'https://api.github.com/users/codingstube/received_events', 'type': 'User', 'site_admin': False}","[{'id': 991465610, 'node_id': 'MDU6TGFiZWw5OTE0NjU2MTA=', 'url': 'https://api.github.com/repos/Hypfer/Valetudo/labels/invalid', 'name': 'invalid', 'color': 'e4e669', 'default': True, 'description': ""This doesn't seem right""}]",closed,False,,[],,0,2020-10-11 08:24:51+00:00,2020-10-11 08:27:57+00:00,2020-10-11 08:27:57+00:00,NONE,,"Hi there,

I am using the newest build of valetudo on a viomi v8. I am missing the mop control in the main menu. I think that in previous builds there was a mopping control, isn‘t it?

",,
7,https://api.github.com/repos/Hypfer/Valetudo/issues/619,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/619/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/619/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/619/events,https://github.com/Hypfer/Valetudo/issues/619,718782776,MDU6SXNzdWU3MTg3ODI3NzY=,619,No menu to enable or select mopping,"{'login': 'codingstube', 'id': 71496211, 'node_id': 'MDQ6VXNlcjcxNDk2MjEx', 'avatar_url': 'https://avatars1.githubusercontent.com/u/71496211?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/codingstube', 'html_url': 'https://github.com/codingstube', 'followers_url': 'https://api.github.com/users/codingstube/followers', 'following_url': 'https://api.github.com/users/codingstube/following{/other_user}', 'gists_url': 'https://api.github.com/users/codingstube/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/codingstube/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/codingstube/subscriptions', 'organizations_url': 'https://api.github.com/users/codingstube/orgs', 'repos_url': 'https://api.github.com/users/codingstube/repos', 'events_url': 'https://api.github.com/users/codingstube/events{/privacy}', 'received_events_url': 'https://api.github.com/users/codingstube/received_events', 'type': 'User', 'site_admin': False}","[{'id': 1793289826, 'node_id': 'MDU6TGFiZWwxNzkzMjg5ODI2', 'url': 'https://api.github.com/repos/Hypfer/Valetudo/labels/support%20request', 'name': 'support request', 'color': '68b5ed', 'default': False, 'description': ''}]",closed,False,,[],,3,2020-10-11 07:56:25+00:00,2020-10-11 17:35:45+00:00,2020-10-11 07:58:37+00:00,NONE,,"Hi,

I am not really sure. Currently I've build the actually version of valetudo, but I am missing in the main menu the options for mopping. 

I thought I have seen this in previous versions?

Thanks",,
8,https://api.github.com/repos/Hypfer/Valetudo/issues/618,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/618/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/618/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/618/events,https://github.com/Hypfer/Valetudo/issues/618,716399181,MDU6SXNzdWU3MTYzOTkxODE=,618,[viomi v8] 'Find' is not working,"{'login': 'petec999', 'id': 11480796, 'node_id': 'MDQ6VXNlcjExNDgwNzk2', 'avatar_url': 'https://avatars3.githubusercontent.com/u/11480796?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/petec999', 'html_url': 'https://github.com/petec999', 'followers_url': 'https://api.github.com/users/petec999/followers', 'following_url': 'https://api.github.com/users/petec999/following{/other_user}', 'gists_url': 'https://api.github.com/users/petec999/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/petec999/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/petec999/subscriptions', 'organizations_url': 'https://api.github.com/users/petec999/orgs', 'repos_url': 'https://api.github.com/users/petec999/repos', 'events_url': 'https://api.github.com/users/petec999/events{/privacy}', 'received_events_url': 'https://api.github.com/users/petec999/received_events', 'type': 'User', 'site_admin': False}","[{'id': 991465605, 'node_id': 'MDU6TGFiZWw5OTE0NjU2MDU=', 'url': 'https://api.github.com/repos/Hypfer/Valetudo/labels/bug', 'name': 'bug', 'color': 'd73a4a', 'default': True, 'description': ""Something isn't working""}]",closed,False,,[],,1,2020-10-07 10:20:35+00:00,2020-10-07 10:22:29+00:00,2020-10-07 10:22:28+00:00,NONE,,"<!-- Text between these tags doesn't get displayed so you don't have to remove it -->
## Describe the bug
Pressing 'Find' in UI doesn't work.
<!--
A clear and concise description of what the bug is.
-->

## To Reproduce
<!--
Steps to reproduce the behavior:
1. Go to '...'
2. Click on '....'
3. Scroll down to '....'
4. See error
-->
Go to Main Menu in UI, press 'Find'
You should here sound 'I am here' from vacuum

### Screenshots
<!--If applicable, add screenshots to help explain your problem.-->

### Vacuum Model
Viomi V8

### Valetudo Version
0.6.1

### Firmware Version
3.5.3_0017

### User-Agent
<!-- e.g. Mozilla/5.0 (Windows NT 10.0; Win64; x64) 
## Expected behavior
<!--
A clear and concise description of what you expected to happen.
-->
To here sound 'I am here' from vacuum

## Additional context
not urgent in any way, rather only a feature, but exists.
",,
9,https://api.github.com/repos/Hypfer/Valetudo/issues/617,https://api.github.com/repos/Hypfer/Valetudo,https://api.github.com/repos/Hypfer/Valetudo/issues/617/labels{/name},https://api.github.com/repos/Hypfer/Valetudo/issues/617/comments,https://api.github.com/repos/Hypfer/Valetudo/issues/617/events,https://github.com/Hypfer/Valetudo/issues/617,716379286,MDU6SXNzdWU3MTYzNzkyODY=,617,[Viomi V8] there is no possibility to resume cleaning after pause from Valetudo level,"{'login': 'petec999', 'id': 11480796, 'node_id': 'MDQ6VXNlcjExNDgwNzk2', 'avatar_url': 'https://avatars3.githubusercontent.com/u/11480796?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/petec999', 'html_url': 'https://github.com/petec999', 'followers_url': 'https://api.github.com/users/petec999/followers', 'following_url': 'https://api.github.com/users/petec999/following{/other_user}', 'gists_url': 'https://api.github.com/users/petec999/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/petec999/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/petec999/subscriptions', 'organizations_url': 'https://api.github.com/users/petec999/orgs', 'repos_url': 'https://api.github.com/users/petec999/repos', 'events_url': 'https://api.github.com/users/petec999/events{/privacy}', 'received_events_url': 'https://api.github.com/users/petec999/received_events', 'type': 'User', 'site_admin': False}","[{'id': 991465605, 'node_id': 'MDU6TGFiZWw5OTE0NjU2MDU=', 'url': 'https://api.github.com/repos/Hypfer/Valetudo/labels/bug', 'name': 'bug', 'color': 'd73a4a', 'default': True, 'description': ""Something isn't working""}, {'id': 991465606, 'node_id': 'MDU6TGFiZWw5OTE0NjU2MDY=', 'url': 'https://api.github.com/repos/Hypfer/Valetudo/labels/duplicate', 'name': 'duplicate', 'color': 'cfd3d7', 'default': True, 'description': 'This issue or pull request already exists'}]",closed,False,,[],,2,2020-10-07 09:54:23+00:00,2020-10-07 09:57:35+00:00,2020-10-07 09:57:00+00:00,NONE,,"After pressing 'pause', vacuum is in 'pause' in valetudo. However if I resume it - pressing 'start' in valetudo or on vacuum, it always starts full cleaning.",,
