,url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,performed_via_github_app,pull_request
0,https://api.github.com/repos/gnea/grbl/issues/972,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/972/labels{/name},https://api.github.com/repos/gnea/grbl/issues/972/comments,https://api.github.com/repos/gnea/grbl/issues/972/events,https://github.com/gnea/grbl/issues/972,774077064,MDU6SXNzdWU3NzQwNzcwNjQ=,972,Dual Y Axis Homing Issue,"{'login': '3s1d', 'id': 4019803, 'node_id': 'MDQ6VXNlcjQwMTk4MDM=', 'avatar_url': 'https://avatars2.githubusercontent.com/u/4019803?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/3s1d', 'html_url': 'https://github.com/3s1d', 'followers_url': 'https://api.github.com/users/3s1d/followers', 'following_url': 'https://api.github.com/users/3s1d/following{/other_user}', 'gists_url': 'https://api.github.com/users/3s1d/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/3s1d/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/3s1d/subscriptions', 'organizations_url': 'https://api.github.com/users/3s1d/orgs', 'repos_url': 'https://api.github.com/users/3s1d/repos', 'events_url': 'https://api.github.com/users/3s1d/events{/privacy}', 'received_events_url': 'https://api.github.com/users/3s1d/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,2,2020-12-23 22:39:13+00:00,2020-12-26 12:24:35+00:00,2020-12-26 12:24:35+00:00,NONE,,"Hi,
I have a dual Y axis system running. Movement is working fine. However, as soon as I try to do homing only one Y axis is moving. The other seems not to move which quickly results in a jammed-up gantry.

What am I doing wrong? What am I missing? As said, normal movement works perfectly.

Regards,
Juergen
",,
1,https://api.github.com/repos/gnea/grbl/issues/968,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/968/labels{/name},https://api.github.com/repos/gnea/grbl/issues/968/comments,https://api.github.com/repos/gnea/grbl/issues/968/events,https://github.com/gnea/grbl/issues/968,765190655,MDU6SXNzdWU3NjUxOTA2NTU=,968,Grbl not working properly on two-axis system (was TB6600 drivers not working with grbl).,"{'login': 'jcalcote', 'id': 49394, 'node_id': 'MDQ6VXNlcjQ5Mzk0', 'avatar_url': 'https://avatars0.githubusercontent.com/u/49394?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jcalcote', 'html_url': 'https://github.com/jcalcote', 'followers_url': 'https://api.github.com/users/jcalcote/followers', 'following_url': 'https://api.github.com/users/jcalcote/following{/other_user}', 'gists_url': 'https://api.github.com/users/jcalcote/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jcalcote/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jcalcote/subscriptions', 'organizations_url': 'https://api.github.com/users/jcalcote/orgs', 'repos_url': 'https://api.github.com/users/jcalcote/repos', 'events_url': 'https://api.github.com/users/jcalcote/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jcalcote/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,3,2020-12-13 08:41:19+00:00,2020-12-14 18:32:36+00:00,2020-12-14 17:33:45+00:00,NONE,,"What's the secret to getting grbl to signal TB6600 stepper drivers properly? I can drive them just fine using my own arduino program, but grbl seems not to know how. I've played with every setting I can think of (but I have not modified the config.h settings). Nothing works. When I run a G command the motors lock and hum, but no motion occurs.

I'm using the 1.1h release of gnea/grbl.",,
2,https://api.github.com/repos/gnea/grbl/issues/962,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/962/labels{/name},https://api.github.com/repos/gnea/grbl/issues/962/comments,https://api.github.com/repos/gnea/grbl/issues/962/events,https://github.com/gnea/grbl/issues/962,752397153,MDU6SXNzdWU3NTIzOTcxNTM=,962,Problem with feedrates on a Foam cutter. GRBL limitation?,"{'login': 'zalexzperez', 'id': 38706594, 'node_id': 'MDQ6VXNlcjM4NzA2NTk0', 'avatar_url': 'https://avatars0.githubusercontent.com/u/38706594?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/zalexzperez', 'html_url': 'https://github.com/zalexzperez', 'followers_url': 'https://api.github.com/users/zalexzperez/followers', 'following_url': 'https://api.github.com/users/zalexzperez/following{/other_user}', 'gists_url': 'https://api.github.com/users/zalexzperez/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/zalexzperez/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/zalexzperez/subscriptions', 'organizations_url': 'https://api.github.com/users/zalexzperez/orgs', 'repos_url': 'https://api.github.com/users/zalexzperez/repos', 'events_url': 'https://api.github.com/users/zalexzperez/events{/privacy}', 'received_events_url': 'https://api.github.com/users/zalexzperez/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-11-27 17:42:50+00:00,2020-11-27 21:11:19+00:00,2020-11-27 21:11:19+00:00,NONE,,"Hi,

I built a Foam cutting machine running GRBL. I started generating my Gcode files with Inkscape+Gcode tools extension.

My machine is capable of jogging at 2000mm/min but during a cut the maximum speed **at all times** should not exceed 400mm/min.  As you may know, this is all due to the fact that foam cutters are not like milling machines where the bit is in the air while travelling from a point to another, here the cutting element is always in contact with the material.

On one hand, If I leave $110&$111 at 2000mm/min when I start a Gcode, the wire will literally crash into the material with the first G00 rapid move until the cut reaches the first actual cut point and the proper feedrate is set. On the other hand, if I just force the machine to a lower max speed, it will be slow as a turtle when jogging.

So I figured I could just add a header on my generated gcode files with $110 & $111 (slow max speed to start a cut) commands and a footer with $110 & $111 initial values (fast max speed after the cut is finished), but GRBL is complaining with errors saying that $ command is an invalidad statement (error:3) so I guess system commands are not allowed at gcode runtime. 

What can I do now? I'd like to have an automatic workaround for this and not have to execute macros everytime to overcome this. 

Sorry if this is not supposed to go on this place, but from my ignorance I think this is a GRBL limitation not a gcode generating software problem.

Thanks in advance.


Edit: I just realized I could overcome this problem by just drawing a line from the origin to the first cut point to avoid the aforementioned rapid move. If you determine a better solution, please let me know.


",,
3,https://api.github.com/repos/gnea/grbl/issues/961,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/961/labels{/name},https://api.github.com/repos/gnea/grbl/issues/961/comments,https://api.github.com/repos/gnea/grbl/issues/961/events,https://github.com/gnea/grbl/issues/961,751117400,MDU6SXNzdWU3NTExMTc0MDA=,961,"Hard Limit Triggered, Motors loose holding torque and drop Z axis.  Way to avoid?","{'login': 'KevinBaileyCrum', 'id': 25340723, 'node_id': 'MDQ6VXNlcjI1MzQwNzIz', 'avatar_url': 'https://avatars3.githubusercontent.com/u/25340723?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/KevinBaileyCrum', 'html_url': 'https://github.com/KevinBaileyCrum', 'followers_url': 'https://api.github.com/users/KevinBaileyCrum/followers', 'following_url': 'https://api.github.com/users/KevinBaileyCrum/following{/other_user}', 'gists_url': 'https://api.github.com/users/KevinBaileyCrum/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/KevinBaileyCrum/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/KevinBaileyCrum/subscriptions', 'organizations_url': 'https://api.github.com/users/KevinBaileyCrum/orgs', 'repos_url': 'https://api.github.com/users/KevinBaileyCrum/repos', 'events_url': 'https://api.github.com/users/KevinBaileyCrum/events{/privacy}', 'received_events_url': 'https://api.github.com/users/KevinBaileyCrum/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,5,2020-11-25 21:06:14+00:00,2020-12-02 21:00:42+00:00,2020-12-02 21:00:42+00:00,NONE,,"In grbl when I have hard limits enabled and it a limit switch the machine enters alarm state.
In the time it takes to send \x18 and then send $X the holding torque is dropped from the motors.  
As a result my z-axis is dropped!

Is there a setting in grbl that I can tinker to maintain holding torque during alarm and reset?  I tried looking over config.h, limits.c, and motion_control.c but am having trouble finding what I am looking for


-note: I understand this is less of an issue and more of a question but I cannot find the existence of a grbl question forum so I am posting here.  If this is incorrect, my apologies.",,
4,https://api.github.com/repos/gnea/grbl/issues/960,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/960/labels{/name},https://api.github.com/repos/gnea/grbl/issues/960/comments,https://api.github.com/repos/gnea/grbl/issues/960/events,https://github.com/gnea/grbl/issues/960,748556969,MDU6SXNzdWU3NDg1NTY5Njk=,960,G04 min value,"{'login': 'Arcadium47', 'id': 74896761, 'node_id': 'MDQ6VXNlcjc0ODk2NzYx', 'avatar_url': 'https://avatars2.githubusercontent.com/u/74896761?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Arcadium47', 'html_url': 'https://github.com/Arcadium47', 'followers_url': 'https://api.github.com/users/Arcadium47/followers', 'following_url': 'https://api.github.com/users/Arcadium47/following{/other_user}', 'gists_url': 'https://api.github.com/users/Arcadium47/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Arcadium47/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Arcadium47/subscriptions', 'organizations_url': 'https://api.github.com/users/Arcadium47/orgs', 'repos_url': 'https://api.github.com/users/Arcadium47/repos', 'events_url': 'https://api.github.com/users/Arcadium47/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Arcadium47/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,2,2020-11-23 07:42:50+00:00,2020-11-24 14:49:30+00:00,2020-11-24 14:49:30+00:00,NONE,,"Hello,

I have a grbl 1.1f, I want to use G04 command and I figured out if I send G04 P1 - it is delay for 1 second. I need milliseconds so I send values from 0.0012 to 0.2500.

The problem is that I notice only 5 or 4 different delay times, as if it interprets only in 50 ms increments (I used sound scope and it clearly shows 5 layer graduation). Is this due to grbl or hardware?
Maybe some advice how can I achieve 1ms(or even better 0.1ms) dwell times?

Simas",,
5,https://api.github.com/repos/gnea/grbl/issues/958,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/958/labels{/name},https://api.github.com/repos/gnea/grbl/issues/958/comments,https://api.github.com/repos/gnea/grbl/issues/958/events,https://github.com/gnea/grbl/issues/958,744271546,MDU6SXNzdWU3NDQyNzE1NDY=,958,is it possible to have homing / call homing cycle if my axis are not set up with the 'hand cartesian rule',"{'login': 'KevinBaileyCrum', 'id': 25340723, 'node_id': 'MDQ6VXNlcjI1MzQwNzIz', 'avatar_url': 'https://avatars3.githubusercontent.com/u/25340723?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/KevinBaileyCrum', 'html_url': 'https://github.com/KevinBaileyCrum', 'followers_url': 'https://api.github.com/users/KevinBaileyCrum/followers', 'following_url': 'https://api.github.com/users/KevinBaileyCrum/following{/other_user}', 'gists_url': 'https://api.github.com/users/KevinBaileyCrum/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/KevinBaileyCrum/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/KevinBaileyCrum/subscriptions', 'organizations_url': 'https://api.github.com/users/KevinBaileyCrum/orgs', 'repos_url': 'https://api.github.com/users/KevinBaileyCrum/repos', 'events_url': 'https://api.github.com/users/KevinBaileyCrum/events{/privacy}', 'received_events_url': 'https://api.github.com/users/KevinBaileyCrum/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,8,2020-11-16 23:04:21+00:00,2020-11-25 20:59:15+00:00,2020-11-25 20:59:15+00:00,NONE,,"My system has a peculiar drive such that the y and z axis are sharing the same belt.  Therefore if I want to move 
`y+1` this equates to be `y+1, z+1` If I want to move `z+1` then I move `z+1` and `y+1` etc.

My question is, is it possible to still use homing?  
Is there a grbl command to represent home that I can call in a stream?

for example I can manually stream the gcode to max out the x,y,z axis in the way I know my machine has to move. If I wrote a function that sent gcode to move (in my weird way) is there a way to hit a limit switch and tell grbl my machine is at home?  ",,
6,https://api.github.com/repos/gnea/grbl/issues/951,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/951/labels{/name},https://api.github.com/repos/gnea/grbl/issues/951/comments,https://api.github.com/repos/gnea/grbl/issues/951/events,https://github.com/gnea/grbl/issues/951,734883582,MDU6SXNzdWU3MzQ4ODM1ODI=,951,"Can I ask, what compiler setup you are using for this? I need to add a tool change to this and I have to setup compilers with IDE etc...","{'login': 'JOKaija', 'id': 18458962, 'node_id': 'MDQ6VXNlcjE4NDU4OTYy', 'avatar_url': 'https://avatars0.githubusercontent.com/u/18458962?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/JOKaija', 'html_url': 'https://github.com/JOKaija', 'followers_url': 'https://api.github.com/users/JOKaija/followers', 'following_url': 'https://api.github.com/users/JOKaija/following{/other_user}', 'gists_url': 'https://api.github.com/users/JOKaija/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/JOKaija/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/JOKaija/subscriptions', 'organizations_url': 'https://api.github.com/users/JOKaija/orgs', 'repos_url': 'https://api.github.com/users/JOKaija/repos', 'events_url': 'https://api.github.com/users/JOKaija/events{/privacy}', 'received_events_url': 'https://api.github.com/users/JOKaija/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,2020-11-02 22:38:02+00:00,2020-11-02 22:44:26+00:00,2020-11-02 22:43:49+00:00,NONE,,,,
7,https://api.github.com/repos/gnea/grbl/issues/942,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/942/labels{/name},https://api.github.com/repos/gnea/grbl/issues/942/comments,https://api.github.com/repos/gnea/grbl/issues/942/events,https://github.com/gnea/grbl/issues/942,726407884,MDU6SXNzdWU3MjY0MDc4ODQ=,942,Missing X real time status report per second,"{'login': 'amoineau', 'id': 72978966, 'node_id': 'MDQ6VXNlcjcyOTc4OTY2', 'avatar_url': 'https://avatars2.githubusercontent.com/u/72978966?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/amoineau', 'html_url': 'https://github.com/amoineau', 'followers_url': 'https://api.github.com/users/amoineau/followers', 'following_url': 'https://api.github.com/users/amoineau/following{/other_user}', 'gists_url': 'https://api.github.com/users/amoineau/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/amoineau/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/amoineau/subscriptions', 'organizations_url': 'https://api.github.com/users/amoineau/orgs', 'repos_url': 'https://api.github.com/users/amoineau/repos', 'events_url': 'https://api.github.com/users/amoineau/events{/privacy}', 'received_events_url': 'https://api.github.com/users/amoineau/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,13,2020-10-21 11:52:17+00:00,2020-11-18 09:11:54+00:00,2020-11-18 09:11:54+00:00,NONE,,"Hello,

Thank you for your excellent work on this project. 
I'm using GRBL paired with GRBL-plotter and I often get a message saying that we are missing real time status report. I wanted to know how badly does this affect the system and what could cause this problem ?
For information I am not using an arduino board but one designed by a co-worker. Apart from this, everything seems to be working just fine.

Thank you for your help.",,
8,https://api.github.com/repos/gnea/grbl/issues/937,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/937/labels{/name},https://api.github.com/repos/gnea/grbl/issues/937/comments,https://api.github.com/repos/gnea/grbl/issues/937/events,https://github.com/gnea/grbl/issues/937,715803700,MDU6SXNzdWU3MTU4MDM3MDA=,937,Homing refuses to work,"{'login': 'Schwarzi07', 'id': 63725254, 'node_id': 'MDQ6VXNlcjYzNzI1MjU0', 'avatar_url': 'https://avatars0.githubusercontent.com/u/63725254?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Schwarzi07', 'html_url': 'https://github.com/Schwarzi07', 'followers_url': 'https://api.github.com/users/Schwarzi07/followers', 'following_url': 'https://api.github.com/users/Schwarzi07/following{/other_user}', 'gists_url': 'https://api.github.com/users/Schwarzi07/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Schwarzi07/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Schwarzi07/subscriptions', 'organizations_url': 'https://api.github.com/users/Schwarzi07/orgs', 'repos_url': 'https://api.github.com/users/Schwarzi07/repos', 'events_url': 'https://api.github.com/users/Schwarzi07/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Schwarzi07/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,6,2020-10-06 15:41:50+00:00,2020-12-16 17:00:17+00:00,2020-12-16 17:00:17+00:00,NONE,,"After fixing the noise issue in my engraver the $H Command locks up Grbl.
Here is my config:

  | $0 | Step pulse time | 10 | microseconds | Sets time length per step. Minimum 3usec.
-- | -- | -- | -- | -- | --
  | $1 | Step idle delay | 25 | milliseconds | Sets a short hold delay when stopping to let dynamics settle before disabling steppers. Value 255 keeps motors enabled with no delay.
  | $2 | Step pulse invert | 0 | mask | Inverts the step signal. Set axis bit to invert (00000ZYX).
  | $3 | Step direction invert | 1 | mask | Inverts the direction signal. Set axis bit to invert (00000ZYX).
  | $4 | Invert step enable pin | 0 | boolean | Inverts the stepper driver enable pin signal.
  | $5 | Invert limit pins | 0 | boolean | Inverts the all of the limit input pins.
  | $6 | Invert probe pin | 0 | boolean | Inverts the probe input pin signal.
  | $10 | Status report options | 1 | mask | Alters data included in status reports.
  | $11 | Junction deviation | 0,010 | millimeters | Sets how fast Grbl travels through consecutive motions. Lower value slows it down.
  | $12 | Arc tolerance | 0,002 | millimeters | Sets the G2 and G3 arc tracing accuracy based on radial error. Beware: A very small value may effect performance.
  | $13 | Report in inches | 0 | boolean | Enables inch units when returning any position and rate value that is not a settings value.
  | $20 | Soft limits enable | 0 | boolean | Enables soft limits checks within machine travel and sets alarm when exceeded. Requires homing.
  | $21 | Hard limits enable | 1 | boolean | Enables hard limits. Immediately halts motion and throws an alarm when switch is triggered.
  | $22 | Homing cycle enable | 1 | boolean | Enables homing cycle. Requires limit switches on all axes.
  | $23 | Homing direction invert | 11 | mask | Homing searches for a switch in the positive direction. Set axis bit (00000ZYX) to search in negative direction.
  | $24 | Homing locate feed rate | 25,000 | mm/min | Feed rate to slowly engage limit switch to determine its location accurately.
  | $25 | Homing search seek rate | 500,000 | mm/min | Seek rate to quickly find the limit switch before the slower locating phase.
  | $26 | Homing switch debounce delay | 250 | milliseconds | Sets a short delay between phases of homing cycle to let a switch debounce.
  | $27 | Homing switch pull-off distance | 1,000 | millimeters | Retract distance after triggering switch to disengage it. Homing will fail if switch isn't cleared.
  | $30 | Maximum spindle speed | 1000 | RPM | Maximum spindle speed. Sets PWM to 100% duty cycle.
  | $31 | Minimum spindle speed | 0 | RPM | Minimum spindle speed. Sets PWM to 0.4% or lowest duty cycle.
  | $32 | Laser-mode enable | 0 | boolean | Enables laser mode. Consecutive G1/2/3 commands will not halt when spindle speed is changed.
  | $100 | X-axis travel resolution | 250,000 | step/mm | X-axis travel resolution in steps per millimeter.
  | $101 | Y-axis travel resolution | 250,000 | step/mm | Y-axis travel resolution in steps per millimeter.
  | $102 | Z-axis travel resolution | 250,000 | step/mm | Z-axis travel resolution in steps per millimeter.
  | $110 | X-axis maximum rate | 500,000 | mm/min | X-axis maximum rate. Used as G0 rapid rate.
  | $111 | Y-axis maximum rate | 500,000 | mm/min | Y-axis maximum rate. Used as G0 rapid rate.
  | $112 | Z-axis maximum rate | 500,000 | mm/min | Z-axis maximum rate. Used as G0 rapid rate.
  | $120 | X-axis acceleration | 50,000 | mm/sec^2 | X-axis acceleration. Used for motion planning to not exceed motor torque and lose steps.
  | $121 | Y-axis acceleration | 50,000 | mm/sec^2 | Y-axis acceleration. Used for motion planning to not exceed motor torque and lose steps.
  | $122 | Z-axis acceleration | 50,000 | mm/sec^2 | Z-axis acceleration. Used for motion planning to not exceed motor torque and lose steps.
  | $130 | X-axis maximum travel | 200,000 | millimeters | Maximum X-axis travel distance from homing switch. Determines valid machine space for soft-limits and homing search distances.
  | $131 | Y-axis maximum travel | 200,000 | millimeters | Maximum Y-axis travel distance from homing switch. Determines valid machine space for soft-limits and homing search distances.
  | $132 | Z-axis maximum travel | 200,000 | millimeters | Maximum Z-axis travel distance from homing switch. Determines valid machine space for soft-limits and homing search distances.

Does anybody have an Idea why this is happening?",,
9,https://api.github.com/repos/gnea/grbl/issues/936,https://api.github.com/repos/gnea/grbl,https://api.github.com/repos/gnea/grbl/issues/936/labels{/name},https://api.github.com/repos/gnea/grbl/issues/936/comments,https://api.github.com/repos/gnea/grbl/issues/936/events,https://github.com/gnea/grbl/issues/936,714340882,MDU6SXNzdWU3MTQzNDA4ODI=,936,Error Compiling on v1.1 (Vanilla),"{'login': 'Ginganinja82', 'id': 24269801, 'node_id': 'MDQ6VXNlcjI0MjY5ODAx', 'avatar_url': 'https://avatars2.githubusercontent.com/u/24269801?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Ginganinja82', 'html_url': 'https://github.com/Ginganinja82', 'followers_url': 'https://api.github.com/users/Ginganinja82/followers', 'following_url': 'https://api.github.com/users/Ginganinja82/following{/other_user}', 'gists_url': 'https://api.github.com/users/Ginganinja82/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Ginganinja82/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Ginganinja82/subscriptions', 'organizations_url': 'https://api.github.com/users/Ginganinja82/orgs', 'repos_url': 'https://api.github.com/users/Ginganinja82/repos', 'events_url': 'https://api.github.com/users/Ginganinja82/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Ginganinja82/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,2020-10-04 15:42:32+00:00,2020-10-04 15:56:35+00:00,2020-10-04 15:56:26+00:00,NONE,,"I just downloaded the latest version, unzipped and tried to upload to ESP32 with the following missing resource. 
This is for Vanilla download with no config changes yet.

`sketch\src/Motors/Motors.h:33:69: fatal error: TMCStepper.h: No such file or directory
compilation terminated.
exit status 1
Error compiling for board ESP32 Dev Module.`

",,
