,url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,pull_request,body,performed_via_github_app
0,https://api.github.com/repos/Ardumower/ardumower/issues/136,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/136/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/136/comments,https://api.github.com/repos/Ardumower/ardumower/issues/136/events,https://github.com/Ardumower/ardumower/pull/136,743005937,MDExOlB1bGxSZXF1ZXN0NTIxMDA4MTU1,136,add temperature sensor DHT22,"{'login': 'netlars', 'id': 1810283, 'node_id': 'MDQ6VXNlcjE4MTAyODM=', 'avatar_url': 'https://avatars0.githubusercontent.com/u/1810283?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/netlars', 'html_url': 'https://github.com/netlars', 'followers_url': 'https://api.github.com/users/netlars/followers', 'following_url': 'https://api.github.com/users/netlars/following{/other_user}', 'gists_url': 'https://api.github.com/users/netlars/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/netlars/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/netlars/subscriptions', 'organizations_url': 'https://api.github.com/users/netlars/orgs', 'repos_url': 'https://api.github.com/users/netlars/repos', 'events_url': 'https://api.github.com/users/netlars/events{/privacy}', 'received_events_url': 'https://api.github.com/users/netlars/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-11-14 13:42:51+00:00,2020-11-14 14:05:43+00:00,2020-11-14 14:05:43+00:00,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Ardumower/ardumower/pulls/136', 'html_url': 'https://github.com/Ardumower/ardumower/pull/136', 'diff_url': 'https://github.com/Ardumower/ardumower/pull/136.diff', 'patch_url': 'https://github.com/Ardumower/ardumower/pull/136.patch'}","I have add the DHT22 temperature sensor.
Its include a extra menu in Pfod. You can see now the temperature in the Settingsmenu and change an over temperature to shutdown the ardumower.",
1,https://api.github.com/repos/Ardumower/ardumower/issues/135,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/135/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/135/comments,https://api.github.com/repos/Ardumower/ardumower/issues/135/events,https://github.com/Ardumower/ardumower/pull/135,637151718,MDExOlB1bGxSZXF1ZXN0NDMzMTkxNjkx,135,Fix turns with IMU in use,"{'login': 'rstonkus', 'id': 2207082, 'node_id': 'MDQ6VXNlcjIyMDcwODI=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/2207082?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rstonkus', 'html_url': 'https://github.com/rstonkus', 'followers_url': 'https://api.github.com/users/rstonkus/followers', 'following_url': 'https://api.github.com/users/rstonkus/following{/other_user}', 'gists_url': 'https://api.github.com/users/rstonkus/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rstonkus/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rstonkus/subscriptions', 'organizations_url': 'https://api.github.com/users/rstonkus/orgs', 'repos_url': 'https://api.github.com/users/rstonkus/repos', 'events_url': 'https://api.github.com/users/rstonkus/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rstonkus/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-06-11 16:15:28+00:00,2020-07-16 19:53:34+00:00,2020-07-16 19:53:34+00:00,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Ardumower/ardumower/pulls/135', 'html_url': 'https://github.com/Ardumower/ardumower/pull/135', 'diff_url': 'https://github.com/Ardumower/ardumower/pull/135.diff', 'patch_url': 'https://github.com/Ardumower/ardumower/pull/135.patch'}","- fixes issue where `random(PI/2, PI)` returns only 1 and 2 (thus only two angles of turn).
- roll direction and IMU roll direction is now to same in order to prevent turning to the left via right side
- debatable: in case of collision, robot rolls to the left or right by 90 degrees
- in case of random mode - turn direction also selected randomly",
2,https://api.github.com/repos/Ardumower/ardumower/issues/134,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/134/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/134/comments,https://api.github.com/repos/Ardumower/ardumower/issues/134/events,https://github.com/Ardumower/ardumower/pull/134,624299232,MDExOlB1bGxSZXF1ZXN0NDIyNzUwNzEw,134,IMU i2c reset,"{'login': 'rstonkus', 'id': 2207082, 'node_id': 'MDQ6VXNlcjIyMDcwODI=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/2207082?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/rstonkus', 'html_url': 'https://github.com/rstonkus', 'followers_url': 'https://api.github.com/users/rstonkus/followers', 'following_url': 'https://api.github.com/users/rstonkus/following{/other_user}', 'gists_url': 'https://api.github.com/users/rstonkus/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/rstonkus/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/rstonkus/subscriptions', 'organizations_url': 'https://api.github.com/users/rstonkus/orgs', 'repos_url': 'https://api.github.com/users/rstonkus/repos', 'events_url': 'https://api.github.com/users/rstonkus/events{/privacy}', 'received_events_url': 'https://api.github.com/users/rstonkus/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2020-05-25 13:25:12+00:00,2020-05-25 13:34:12+00:00,2020-05-25 13:34:12+00:00,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Ardumower/ardumower/pulls/134', 'html_url': 'https://github.com/Ardumower/ardumower/pull/134', 'diff_url': 'https://github.com/Ardumower/ardumower/pull/134.diff', 'patch_url': 'https://github.com/Ardumower/ardumower/pull/134.patch'}",,
3,https://api.github.com/repos/Ardumower/ardumower/issues/132,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/132/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/132/comments,https://api.github.com/repos/Ardumower/ardumower/issues/132/events,https://github.com/Ardumower/ardumower/pull/132,618557819,MDExOlB1bGxSZXF1ZXN0NDE4MjY0ODkx,132,Code cleanups till 2020-05-14,"{'login': 'tobylorenz', 'id': 855960, 'node_id': 'MDQ6VXNlcjg1NTk2MA==', 'avatar_url': 'https://avatars2.githubusercontent.com/u/855960?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/tobylorenz', 'html_url': 'https://github.com/tobylorenz', 'followers_url': 'https://api.github.com/users/tobylorenz/followers', 'following_url': 'https://api.github.com/users/tobylorenz/following{/other_user}', 'gists_url': 'https://api.github.com/users/tobylorenz/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/tobylorenz/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/tobylorenz/subscriptions', 'organizations_url': 'https://api.github.com/users/tobylorenz/orgs', 'repos_url': 'https://api.github.com/users/tobylorenz/repos', 'events_url': 'https://api.github.com/users/tobylorenz/events{/privacy}', 'received_events_url': 'https://api.github.com/users/tobylorenz/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,2,2020-05-14 21:51:55+00:00,2020-05-26 10:39:11+00:00,2020-05-26 09:39:21+00:00,NONE,,"{'url': 'https://api.github.com/repos/Ardumower/ardumower/pulls/132', 'html_url': 'https://github.com/Ardumower/ardumower/pull/132', 'diff_url': 'https://github.com/Ardumower/ardumower/pull/132.diff', 'patch_url': 'https://github.com/Ardumower/ardumower/pull/132.patch'}","Hi,

I just started to dig into the code. Doing so I'm about to cleanup some things. Would you like to pull this over?

Bye
Tobias",
4,https://api.github.com/repos/Ardumower/ardumower/issues/127,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/127/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/127/comments,https://api.github.com/repos/Ardumower/ardumower/issues/127/events,https://github.com/Ardumower/ardumower/pull/127,429271701,MDExOlB1bGxSZXF1ZXN0MjY3NDQyOTU1,127,2nd mower motor,"{'login': 'jussipu', 'id': 25924791, 'node_id': 'MDQ6VXNlcjI1OTI0Nzkx', 'avatar_url': 'https://avatars1.githubusercontent.com/u/25924791?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jussipu', 'html_url': 'https://github.com/jussipu', 'followers_url': 'https://api.github.com/users/jussipu/followers', 'following_url': 'https://api.github.com/users/jussipu/following{/other_user}', 'gists_url': 'https://api.github.com/users/jussipu/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jussipu/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jussipu/subscriptions', 'organizations_url': 'https://api.github.com/users/jussipu/orgs', 'repos_url': 'https://api.github.com/users/jussipu/repos', 'events_url': 'https://api.github.com/users/jussipu/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jussipu/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2019-04-04 13:13:17+00:00,2019-09-02 17:16:57+00:00,2019-09-02 17:16:57+00:00,NONE,,"{'url': 'https://api.github.com/repos/Ardumower/ardumower/pulls/127', 'html_url': 'https://github.com/Ardumower/ardumower/pull/127', 'diff_url': 'https://github.com/Ardumower/ardumower/pull/127.diff', 'patch_url': 'https://github.com/Ardumower/ardumower/pull/127.patch'}",,
5,https://api.github.com/repos/Ardumower/ardumower/issues/126,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/126/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/126/comments,https://api.github.com/repos/Ardumower/ardumower/issues/126/events,https://github.com/Ardumower/ardumower/issues/126,339127308,MDU6SXNzdWUzMzkxMjczMDg=,126,Kann Communications Menü nicht öffnen ,"{'login': 'mest2101', 'id': 20287913, 'node_id': 'MDQ6VXNlcjIwMjg3OTEz', 'avatar_url': 'https://avatars1.githubusercontent.com/u/20287913?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/mest2101', 'html_url': 'https://github.com/mest2101', 'followers_url': 'https://api.github.com/users/mest2101/followers', 'following_url': 'https://api.github.com/users/mest2101/following{/other_user}', 'gists_url': 'https://api.github.com/users/mest2101/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/mest2101/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/mest2101/subscriptions', 'organizations_url': 'https://api.github.com/users/mest2101/orgs', 'repos_url': 'https://api.github.com/users/mest2101/repos', 'events_url': 'https://api.github.com/users/mest2101/events{/privacy}', 'received_events_url': 'https://api.github.com/users/mest2101/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2018-07-07 08:06:28+00:00,2018-07-07 08:10:43+00:00,2018-07-07 08:10:43+00:00,NONE,,,"Please always fill-in below/Bitte unbedingt ausfüllen!

--English--
Your battery voltage (12v, 24v): 24v
Your gear motor (Ardumower, other): Ardumower motor
Your Ardumower software version (pfodApp->Info): 890
Your Arduino (Mega or Due): Mega 2560
Your PCB version (printed on PCB): 0.5
Your PCB mounted parts configuration (default or custom and how): default
Odometry sensor (yes/no)? yes
Ardumower chassis (yes/no)? yes
Exact error description: ... 

--Deutsch--
Deine Akku-Spannung (12v, 24v):12v
Dein Antriebsmotor (Ardumower, anderer): andere
Deine Ardumower-Software Version: (pfodApp->Info): 1.0a9
Deine PCB-Version (siehe Aufdruck): V 1.3
Dein Arduino (Mega oder Due): Mega 2560
Deine PCB Bauteilbestückung (Standard oder abweichend und wie): Standard
Odometrie sensor (ja/nein)? ja
Ardumower Chassis (ja/nein)? nein
Genaue Fehlerbeschreibung: Ich kann  in der Arduino IDI das Communications Menü für das Bluetooth Setup nicht öffnen und das Setup ausführen.
",
6,https://api.github.com/repos/Ardumower/ardumower/issues/125,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/125/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/125/comments,https://api.github.com/repos/Ardumower/ardumower/issues/125/events,https://github.com/Ardumower/ardumower/pull/125,334824227,MDExOlB1bGxSZXF1ZXN0MTk2Njk2Mjg3,125,RMCS,"{'login': 'PaddyCube', 'id': 26644498, 'node_id': 'MDQ6VXNlcjI2NjQ0NDk4', 'avatar_url': 'https://avatars3.githubusercontent.com/u/26644498?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/PaddyCube', 'html_url': 'https://github.com/PaddyCube', 'followers_url': 'https://api.github.com/users/PaddyCube/followers', 'following_url': 'https://api.github.com/users/PaddyCube/following{/other_user}', 'gists_url': 'https://api.github.com/users/PaddyCube/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/PaddyCube/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/PaddyCube/subscriptions', 'organizations_url': 'https://api.github.com/users/PaddyCube/orgs', 'repos_url': 'https://api.github.com/users/PaddyCube/repos', 'events_url': 'https://api.github.com/users/PaddyCube/events{/privacy}', 'received_events_url': 'https://api.github.com/users/PaddyCube/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,2,2018-06-22 10:15:01+00:00,2018-07-03 17:57:39+00:00,2018-07-03 17:56:48+00:00,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Ardumower/ardumower/pulls/125', 'html_url': 'https://github.com/Ardumower/ardumower/pull/125', 'diff_url': 'https://github.com/Ardumower/ardumower/pull/125.diff', 'patch_url': 'https://github.com/Ardumower/ardumower/pull/125.patch'}","Hallo,

ich habe das RMCS Protokoll in meinem, Fork eingebaut. Die wesentlichen Änderungen befinden sich in der rmcs.h, consoleui.h sowie robot.cpp und robot.h

Ich habe noch ein paar andere Dinge angepasst, etwa die Perimeter Tracking Geschwindigkeit.
Ggf solltet ihr lieber manuell mergen?

Viele Grüße
Patrick",
7,https://api.github.com/repos/Ardumower/ardumower/issues/122,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/122/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/122/comments,https://api.github.com/repos/Ardumower/ardumower/issues/122/events,https://github.com/Ardumower/ardumower/pull/122,245962373,MDExOlB1bGxSZXF1ZXN0MTMyNjkxNzc5,122,Merge pull request #1 from Ardumower/master,"{'login': 'wm1962', 'id': 27436730, 'node_id': 'MDQ6VXNlcjI3NDM2NzMw', 'avatar_url': 'https://avatars0.githubusercontent.com/u/27436730?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/wm1962', 'html_url': 'https://github.com/wm1962', 'followers_url': 'https://api.github.com/users/wm1962/followers', 'following_url': 'https://api.github.com/users/wm1962/following{/other_user}', 'gists_url': 'https://api.github.com/users/wm1962/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/wm1962/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/wm1962/subscriptions', 'organizations_url': 'https://api.github.com/users/wm1962/orgs', 'repos_url': 'https://api.github.com/users/wm1962/repos', 'events_url': 'https://api.github.com/users/wm1962/events{/privacy}', 'received_events_url': 'https://api.github.com/users/wm1962/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,0,2017-07-27 08:22:42+00:00,2017-07-27 08:22:58+00:00,2017-07-27 08:22:58+00:00,NONE,,"{'url': 'https://api.github.com/repos/Ardumower/ardumower/pulls/122', 'html_url': 'https://github.com/Ardumower/ardumower/pull/122', 'diff_url': 'https://github.com/Ardumower/ardumower/pull/122.diff', 'patch_url': 'https://github.com/Ardumower/ardumower/pull/122.patch'}",Abgleich,
8,https://api.github.com/repos/Ardumower/ardumower/issues/120,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/120/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/120/comments,https://api.github.com/repos/Ardumower/ardumower/issues/120/events,https://github.com/Ardumower/ardumower/pull/120,238183400,MDExOlB1bGxSZXF1ZXN0MTI3MjM3MTg0,120,fix advanced perimeter tracking,"{'login': 'Holoratte', 'id': 12900571, 'node_id': 'MDQ6VXNlcjEyOTAwNTcx', 'avatar_url': 'https://avatars3.githubusercontent.com/u/12900571?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Holoratte', 'html_url': 'https://github.com/Holoratte', 'followers_url': 'https://api.github.com/users/Holoratte/followers', 'following_url': 'https://api.github.com/users/Holoratte/following{/other_user}', 'gists_url': 'https://api.github.com/users/Holoratte/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Holoratte/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Holoratte/subscriptions', 'organizations_url': 'https://api.github.com/users/Holoratte/orgs', 'repos_url': 'https://api.github.com/users/Holoratte/repos', 'events_url': 'https://api.github.com/users/Holoratte/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Holoratte/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,2017-06-23 15:53:11+00:00,2017-06-26 19:02:24+00:00,2017-06-23 17:30:51+00:00,CONTRIBUTOR,,"{'url': 'https://api.github.com/repos/Ardumower/ardumower/pulls/120', 'html_url': 'https://github.com/Ardumower/ardumower/pull/120', 'diff_url': 'https://github.com/Ardumower/ardumower/pull/120.diff', 'patch_url': 'https://github.com/Ardumower/ardumower/pull/120.patch'}",tested and working well on SheepSheep,
9,https://api.github.com/repos/Ardumower/ardumower/issues/119,https://api.github.com/repos/Ardumower/ardumower,https://api.github.com/repos/Ardumower/ardumower/issues/119/labels{/name},https://api.github.com/repos/Ardumower/ardumower/issues/119/comments,https://api.github.com/repos/Ardumower/ardumower/issues/119/events,https://github.com/Ardumower/ardumower/issues/119,237135141,MDU6SXNzdWUyMzcxMzUxNDE=,119,PCB1.3: show DHT22 temperature in pfodApp,"{'login': 'greymfm', 'id': 11735886, 'node_id': 'MDQ6VXNlcjExNzM1ODg2', 'avatar_url': 'https://avatars1.githubusercontent.com/u/11735886?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/greymfm', 'html_url': 'https://github.com/greymfm', 'followers_url': 'https://api.github.com/users/greymfm/followers', 'following_url': 'https://api.github.com/users/greymfm/following{/other_user}', 'gists_url': 'https://api.github.com/users/greymfm/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/greymfm/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/greymfm/subscriptions', 'organizations_url': 'https://api.github.com/users/greymfm/orgs', 'repos_url': 'https://api.github.com/users/greymfm/repos', 'events_url': 'https://api.github.com/users/greymfm/events{/privacy}', 'received_events_url': 'https://api.github.com/users/greymfm/received_events', 'type': 'User', 'site_admin': False}",[],closed,False,,[],,1,2017-06-20 08:44:30+00:00,2020-12-13 18:50:38+00:00,2020-12-13 18:50:37+00:00,MEMBER,,,"können wir den DHT22 einbinden, so das wir in der App eine Gehäuse Temperatur darstellen können",
